[2025-12-22 13:18:43] >>> Recording Started <<<
[2025-12-22 13:18:43] [Google Gemini - Google Chrome] MouseMove: dx=79, dy=81
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=-1, dy=7
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=0, dy=4
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=0, dy=6
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=0, dy=6
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=0, dy=3
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=0, dy=3
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=0, dy=3
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=0, dy=3
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=0, dy=2
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=0, dy=2
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=0, dy=2
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=0, dy=2
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=2, dy=3
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=3, dy=1
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=5, dy=1
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=4, dy=0
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=6, dy=0
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=5, dy=-2
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=3, dy=-4
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=6, dy=-8
[2025-12-22 13:18:52] [Input Recorder v2.0] MouseMove: dx=0, dy=-3
[2025-12-22 13:18:53] [Input Recorder v2.0] MouseMove: dx=3, dy=0
[2025-12-22 13:18:53] [Input Recorder v2.0] MouseMove: dx=2, dy=0
[2025-12-22 13:18:53] [Input Recorder v2.0] MouseMove: dx=1, dy=2
[2025-12-22 13:18:53] [Input Recorder v2.0] MouseMove: dx=0, dy=2
[2025-12-22 13:18:53] [Input Recorder v2.0] MouseMove: dx=0, dy=3
[2025-12-22 13:18:53] [Input Recorder v2.0] MouseMove: dx=0, dy=2
[2025-12-22 13:18:53] [Input Recorder v2.0] MouseMove: dx=0, dy=2
[2025-12-22 13:18:53] [Input Recorder v2.0] MouseMove: dx=0, dy=2
[2025-12-22 13:18:53] [Input Recorder v2.0] MouseMove: dx=0, dy=2
[2025-12-22 13:18:53] [Input Recorder v2.0] MouseMove: dx=0, dy=4
[2025-12-22 13:18:53] [Input Recorder v2.0] MouseMove: dx=0, dy=2
[2025-12-22 13:18:53] [Input Recorder v2.0] MouseMove: dx=0, dy=2
[2025-12-22 13:18:53] [Input Recorder v2.0] MouseMove: dx=0, dy=2
[2025-12-22 13:18:53] [Input Recorder v2.0] MouseMove: dx=0, dy=2
[2025-12-22 13:18:53] [Input Recorder v2.0] MouseMove: dx=0, dy=2
[2025-12-22 13:18:54] [Input Recorder v2.0] MouseMove: dx=0, dy=2
[2025-12-22 13:18:54] [Input Recorder v2.0] MouseMove: dx=2, dy=2
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-2
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-2
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-2
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=-1, dy=-2
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-2
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=-2, dy=-1
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-2
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=-1, dy=-4
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-5
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=-1, dy=-5
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-4
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-5
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=-1, dy=-5
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-9
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-8
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-7
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-7
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-11
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-9
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-8
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=3, dy=-9
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=1, dy=-12
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=2, dy=-12
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-10
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=1, dy=-10
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=2, dy=-9
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=2, dy=-8
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-7
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=1, dy=-5
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=1, dy=-6
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-8
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-5
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-9
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-7
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-3
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=2, dy=-3
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-4
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=1, dy=-3
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-2
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-3
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-4
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-3
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=1, dy=-2
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-2
[2025-12-22 13:18:55] [Input Recorder v2.0] MouseMove: dx=0, dy=-3
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=0, dy=-2
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=0, dy=-3
[2025-12-22 13:18:56] [Input Recorder v2.0] Mouse: Left Click
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=-4, dy=2
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=-3, dy=3
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=-1, dy=2
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=-2, dy=3
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=-1, dy=3
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=0, dy=2
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=-3, dy=4
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=0, dy=2
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=-1, dy=2
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=0, dy=5
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=0, dy=5
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=0, dy=7
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=0, dy=8
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=2, dy=9
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=2, dy=9
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=5, dy=10
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=6, dy=11
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=6, dy=11
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=7, dy=12
[2025-12-22 13:18:56] [Input Recorder v2.0] MouseMove: dx=15, dy=19
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=12, dy=13
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=14, dy=15
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=15, dy=14
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=11, dy=6
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=11, dy=7
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=8, dy=3
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=8, dy=3
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=2, dy=0
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=2, dy=-3
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-3, dy=-8
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-1, dy=-8
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-4, dy=-11
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-3, dy=-12
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-5, dy=-7
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-2, dy=-7
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-7, dy=-11
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-4, dy=-6
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-5, dy=-6
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-3, dy=-3
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-5, dy=-5
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-3, dy=-4
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-5, dy=-6
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-1, dy=-2
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-3, dy=-3
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-2, dy=-1
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-2, dy=-2
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-2, dy=-1
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-3, dy=-1
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-3, dy=-1
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-2, dy=-1
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-4, dy=-3
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-4, dy=-3
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-3, dy=-1
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-4, dy=-2
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-3, dy=-2
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-7, dy=-4
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-2, dy=-1
[2025-12-22 13:18:57] [Input Recorder v2.0] MouseMove: dx=-3, dy=0
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=3, dy=-4
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=2, dy=-2
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=1, dy=-2
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=3, dy=-1
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=7, dy=-4
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=9, dy=-6
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=14, dy=-7
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=14, dy=-9
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=14, dy=-8
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=18, dy=-11
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=11, dy=-8
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=20, dy=-14
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=12, dy=-9
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=12, dy=-8
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=8, dy=-8
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=8, dy=-9
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=5, dy=-6
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=1, dy=-5
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=0, dy=-7
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=0, dy=-4
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=0, dy=-6
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=-5, dy=-6
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=-3, dy=-6
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=-2, dy=-2
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=-1, dy=-2
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=-2, dy=-2
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=-1, dy=-2
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=-1, dy=-2
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=-2, dy=-2
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=0, dy=-3
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=-2, dy=-3
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=-2, dy=-3
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=-1, dy=-3
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=0, dy=-3
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=-2, dy=-5
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=0, dy=-2
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=-2, dy=-1
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=-3, dy=0
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=-4, dy=1
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=-3, dy=3
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=-2, dy=4
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=-3, dy=6
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=-3, dy=11
[2025-12-22 13:18:58] [Input Recorder v2.0] MouseMove: dx=-5, dy=12
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-6, dy=14
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-7, dy=14
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-7, dy=15
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-5, dy=12
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-7, dy=12
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-4, dy=6
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-3, dy=6
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-1, dy=3
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-3, dy=5
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-1, dy=3
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-1, dy=3
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-3, dy=4
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-1, dy=3
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-1, dy=2
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=0, dy=2
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-2, dy=2
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-2, dy=4
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-3, dy=3
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-2, dy=3
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-1, dy=3
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-2, dy=2
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-1, dy=3
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-2, dy=2
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=-1, dy=2
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=0, dy=3
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=0, dy=2
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=0, dy=3
[2025-12-22 13:18:59] [Input Recorder v2.0] MouseMove: dx=0, dy=3
[2025-12-22 13:18:59] [Input Recorder v2.0] Mouse: Left Click
[2025-12-22 13:18:59] <<< Recording Stopped >>>
[2025-12-22 13:19:01] >>> Recording Started <<<
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=88, dy=80
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=0, dy=5
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=0, dy=6
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=1, dy=11
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=4, dy=15
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=5, dy=15
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=9, dy=18
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=16, dy=30
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=18, dy=30
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=24, dy=34
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=32, dy=41
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=31, dy=36
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=36, dy=36
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=28, dy=32
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=32, dy=28
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=31, dy=25
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=25, dy=19
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=29, dy=27
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=25, dy=21
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=25, dy=21
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=23, dy=23
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=20, dy=22
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=23, dy=23
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=19, dy=19
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=17, dy=19
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=15, dy=18
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=16, dy=16
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=15, dy=14
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=8, dy=8
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=13, dy=8
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=14, dy=8
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=5, dy=3
[2025-12-22 13:19:01] [Google Gemini - Google Chrome] MouseMove: dx=3, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=1, dy=4
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=3, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=5, dy=1
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=4, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=3, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=4, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=5, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=6, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=12, dy=-4
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=7, dy=-1
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=12, dy=-4
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=8, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=12, dy=-1
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=12, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=13, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=15, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=18, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=17, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=18, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=18, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=18, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=18, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=15, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=12, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=8, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=7, dy=1
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=6, dy=2
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=4, dy=1
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=1, dy=2
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=0, dy=2
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=0, dy=2
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=-3, dy=4
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=-3, dy=3
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=-1, dy=2
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=2
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=-3, dy=3
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=1
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=-4, dy=2
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=-3, dy=1
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=-3, dy=1
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=-3, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=-1, dy=2
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=1
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:02] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=-5, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=-7, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=-10, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=-12, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=-15, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=-13, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=-13, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=-10, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=-10, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=-7, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=-4, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=-3, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=4, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=4, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=5, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=4, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=5, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=4, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=2, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=5, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=5, dy=0
[2025-12-22 13:19:03] [Google Gemini - Google Chrome] MouseMove: dx=4, dy=0
